,ambiguity_type,distance_bert,distance_elmo,overlap,pos,same,source,string,version,word
675,Homonymy,0.45075511932373047,0.09955745935440063,homonym,N,False,New stimuli,jam,M1_b_M2_a,jam
676,Homonymy,0.1549849510192871,0.054440438747406006,homonym,N,False,New stimuli,jam,M1_b_M2_b,jam
677,Homonymy,0.3958997130393982,0.07062143087387085,homonym,N,True,New stimuli,jam,M2_a_M2_b,jam
678,Homonymy,0.11002999544143677,0.04373544454574585,homonym,N,True,New (words from K+B (2007)),scale,M1_a_M1_b,scale
679,Homonymy,0.1779569387435913,0.09707790613174438,homonym,N,False,New (words from K+B (2007)),scale,M1_a_M2_a,scale
680,Homonymy,0.38500910997390747,0.1340702772140503,homonym,N,False,New (words from K+B (2007)),scale,M1_a_M2_b,scale
681,Homonymy,0.27836596965789795,0.09064358472824097,homonym,N,False,New (words from K+B (2007)),scale,M1_b_M2_a,scale
682,Homonymy,0.4361479878425598,0.13389849662780762,homonym,N,False,New (words from K+B (2007)),scale,M1_b_M2_b,scale
683,Homonymy,0.3347356915473938,0.11753290891647339,homonym,N,True,New (words from K+B (2007)),scale,M2_a_M2_b,scale
684,Homonymy,0.08562666177749634,0.04012876749038696,homonym,N,True,New stimuli,palm,M1_a_M1_b,palm
685,Homonymy,0.2710092067718506,0.09629404544830322,homonym,N,False,New stimuli,palm,M1_a_M2_a,palm
686,Homonymy,0.269844651222229,0.08198046684265137,homonym,N,False,New stimuli,palm,M1_a_M2_b,palm
687,Homonymy,0.3392660617828369,0.12095868587493896,homonym,N,False,New stimuli,palm,M1_b_M2_a,palm
688,Homonymy,0.3238474130630493,0.08992165327072144,homonym,N,False,New stimuli,palm,M1_b_M2_b,palm
689,Homonymy,0.12596553564071655,0.10217940807342529,homonym,N,True,New stimuli,palm,M2_a_M2_b,palm
690,Homonymy,0.514390617609024,0.06637221574783325,homonym,N,True,New (words from K+B (2007)),pitcher,M1_a_M1_b,pitcher
691,Homonymy,0.44858962297439575,0.05818730592727661,homonym,N,False,New (words from K+B (2007)),pitcher,M1_a_M2_a,pitcher
692,Homonymy,0.35248464345932007,0.07965713739395142,homonym,N,False,New (words from K+B (2007)),pitcher,M1_a_M2_b,pitcher
693,Homonymy,0.5604448914527893,0.0707705020904541,homonym,N,False,New (words from K+B (2007)),pitcher,M1_b_M2_a,pitcher
694,Homonymy,0.5537680685520172,0.08389878273010254,homonym,N,False,New (words from K+B (2007)),pitcher,M1_b_M2_b,pitcher
695,Homonymy,0.05472290515899658,0.02872943878173828,homonym,N,True,New (words from K+B (2007)),pitcher,M2_a_M2_b,pitcher
696,Homonymy,0.21412748098373413,0.08562076091766357,homonym,N,True,New (words from K+B (2007)),race,M1_a_M1_b,race
697,Homonymy,0.4564604163169861,0.0742226243019104,homonym,N,False,New (words from K+B (2007)),race,M1_a_M2_a,race
698,Homonymy,0.4738144278526306,0.08340859413146973,homonym,N,False,New (words from K+B (2007)),race,M1_a_M2_b,race
699,Homonymy,0.45173925161361694,0.09340006113052368,homonym,N,False,New (words from K+B (2007)),race,M1_b_M2_a,race
700,Homonymy,0.490989089012146,0.09980732202529907,homonym,N,False,New (words from K+B (2007)),race,M1_b_M2_b,race
701,Homonymy,0.15861308574676514,0.022306323051452637,homonym,N,True,New (words from K+B (2007)),race,M2_a_M2_b,race
702,Homonymy,0.20472288131713867,0.09681004285812378,homonym,N,True,New (words from K+B (2007)),toll,M1_a_M1_b,toll
703,Homonymy,0.2876027822494507,0.0642138123512268,homonym,N,False,New (words from K+B (2007)),toll,M1_a_M2_a,toll
704,Homonymy,0.37644118070602417,0.1067240834236145,homonym,N,False,New (words from K+B (2007)),toll,M1_a_M2_b,toll
705,Homonymy,0.30984485149383545,0.09288603067398071,homonym,N,False,New (words from K+B (2007)),toll,M1_b_M2_a,toll
706,Homonymy,0.3477674126625061,0.07722395658493042,homonym,N,False,New (words from K+B (2007)),toll,M1_b_M2_b,toll
707,Homonymy,0.21620649099349976,0.06998604536056519,homonym,N,True,New (words from K+B (2007)),toll,M2_a_M2_b,toll
708,Homonymy,0.08466219902038574,0.09645348787307739,homonym,N,True,New (words from K+B (2007)),mole,M1_a_M1_b,mole
709,Homonymy,0.12198597192764282,0.08948284387588501,homonym,N,False,New (words from K+B (2007)),mole,M1_a_M2_a,mole
710,Homonymy,0.16255635023117065,0.09133803844451904,homonym,N,False,New (words from K+B (2007)),mole,M1_a_M2_b,mole
711,Homonymy,0.13632243871688843,0.08755379915237427,homonym,N,False,New (words from K+B (2007)),mole,M1_b_M2_a,mole
712,Homonymy,0.13352781534194946,0.0737341046333313,homonym,N,False,New (words from K+B (2007)),mole,M1_b_M2_b,mole
713,Homonymy,0.17192351818084717,0.07407557964324951,homonym,N,True,New (words from K+B (2007)),mole,M2_a_M2_b,mole
714,Homonymy,0.18822896480560303,0.10763931274414062,homonym,N,True,New (words from K+B (2007)),perch,M1_a_M1_b,perch
715,Homonymy,0.16161751747131348,0.04750192165374756,homonym,N,False,New (words from K+B (2007)),perch,M1_a_M2_a,perch
716,Homonymy,0.09393751621246338,0.04810255765914917,homonym,N,False,New (words from K+B (2007)),perch,M1_a_M2_b,perch
717,Homonymy,0.316257119178772,0.11929726600646973,homonym,N,False,New (words from K+B (2007)),perch,M1_b_M2_a,perch
718,Homonymy,0.14991313219070435,0.09542226791381836,homonym,N,False,New (words from K+B (2007)),perch,M1_b_M2_b,perch
719,Homonymy,0.173814058303833,0.0349658727645874,homonym,N,True,New (words from K+B (2007)),perch,M2_a_M2_b,perch
720,Homonymy,0.24743878841400146,0.06065976619720459,homonym,N,True,Klepousniotou (2002),punch,M1_a_M1_b,punch
721,Homonymy,0.382423460483551,0.17318058013916016,homonym,N,False,Klepousniotou (2002),punch,M1_a_M2_a,punch
722,Homonymy,0.4083988666534424,0.1995912790298462,homonym,N,False,Klepousniotou (2002),punch,M1_a_M2_b,punch
723,Homonymy,0.4399171471595764,0.1733487844467163,homonym,N,False,Klepousniotou (2002),punch,M1_b_M2_a,punch
724,Homonymy,0.45015227794647217,0.18638640642166138,homonym,N,False,Klepousniotou (2002),punch,M1_b_M2_b,punch
725,Homonymy,0.06093132495880127,0.04228675365447998,homonym,N,True,Klepousniotou (2002),punch,M2_a_M2_b,punch
726,Homonymy,0.07004952430725098,0.033624470233917236,homonym,V,True,Klepousniotou (2002),tapped,M1_a_M1_b,tap
727,Homonymy,0.20399826765060425,0.09781444072723389,homonym,V,False,Klepousniotou (2002),tapped,M1_a_M2_a,tap
728,Homonymy,0.2146286964416504,0.16554862260818481,homonym,V,False,Klepousniotou (2002),tapped,M1_a_M2_b,tap
729,Homonymy,0.13459515571594238,0.0761340856552124,homonym,V,False,Klepousniotou (2002),tapped,M1_b_M2_a,tap
730,Homonymy,0.15184026956558228,0.1249990463256836,homonym,V,False,Klepousniotou (2002),tapped,M1_b_M2_b,tap
731,Homonymy,0.0971631407737732,0.12411677837371826,homonym,V,True,Klepousniotou (2002),tapped,M2_a_M2_b,tap
732,Homonymy,0.18035966157913208,0.0786823034286499,homonym,V,True,Klepousniotou (2002),lapped,M1_a_M1_b,lap
733,Homonymy,0.33131200075149536,0.11910367012023926,homonym,V,False,Klepousniotou (2002),lapped,M1_a_M2_a,lap
734,Homonymy,0.41211193799972534,0.14016622304916382,homonym,V,False,Klepousniotou (2002),lapped,M1_a_M2_b,lap
735,Homonymy,0.17950373888015747,0.07583588361740112,homonym,V,False,Klepousniotou (2002),lapped,M1_b_M2_a,lap
736,Homonymy,0.2955448627471924,0.10192406177520752,homonym,V,False,Klepousniotou (2002),lapped,M1_b_M2_b,lap
737,Homonymy,0.10822528600692749,0.041844189167022705,homonym,V,True,Klepousniotou (2002),lapped,M2_a_M2_b,lap
738,Homonymy,0.1460828185081482,0.08027076721191406,homonym,N,True,Klepousniotou (2002),page,M1_a_M1_b,page
739,Homonymy,0.2404521107673645,0.09606748819351196,homonym,N,False,Klepousniotou (2002),page,M1_a_M2_a,page
740,Homonymy,0.5208417177200317,0.07638061046600342,homonym,N,False,Klepousniotou (2002),page,M1_a_M2_b,page
741,Homonymy,0.23960912227630615,0.10375934839248657,homonym,N,False,Klepousniotou (2002),page,M1_b_M2_a,page
742,Homonymy,0.545011430978775,0.07750922441482544,homonym,N,False,Klepousniotou (2002),page,M1_b_M2_b,page
743,Homonymy,0.47213566303253174,0.038682758808135986,homonym,N,True,Klepousniotou (2002),page,M2_a_M2_b,page
744,Homonymy,0.26065051555633545,0.029982149600982666,homonym,N,True,New stimuli,tip,M1_a_M1_b,tip
745,Homonymy,0.3878527283668518,0.07937747240066528,homonym,N,False,New stimuli,tip,M1_a_M2_a,tip
746,Homonymy,0.3044801950454712,0.0914505124092102,homonym,N,False,New stimuli,tip,M1_a_M2_b,tip
747,Homonymy,0.2934988737106323,0.07755851745605469,homonym,N,False,New stimuli,tip,M1_b_M2_a,tip
748,Homonymy,0.24323970079421997,0.09184330701828003,homonym,N,False,New stimuli,tip,M1_b_M2_b,tip
749,Homonymy,0.14492887258529663,0.04379838705062866,homonym,N,True,New stimuli,tip,M2_a_M2_b,tip
750,Homonymy,0.14099520444869995,0.0843692421913147,homonym,V,True,New stimuli,bailed,M1_a_M1_b,bail
751,Homonymy,0.29422974586486816,0.0795179009437561,homonym,V,False,New stimuli,bailed,M1_a_M2_a,bail
752,Homonymy,0.28732210397720337,0.09962993860244751,homonym,V,False,New stimuli,bailed,M1_a_M2_b,bail
753,Homonymy,0.44318491220474243,0.11097371578216553,homonym,V,False,New stimuli,bailed,M1_b_M2_a,bail
754,Homonymy,0.42926692962646484,0.120064377784729,homonym,V,False,New stimuli,bailed,M1_b_M2_b,bail
755,Homonymy,0.12640339136123657,0.06527471542358398,homonym,V,True,New stimuli,bailed,M2_a_M2_b,bail
756,Homonymy,0.06535661220550537,0.05285787582397461,homonym,N,True,New stimuli,rock,M1_a_M1_b,rock
757,Homonymy,0.33692318201065063,0.17894452810287476,homonym,N,False,New stimuli,rock,M1_a_M2_a,rock
758,Homonymy,0.3394313454627991,0.1880130171775818,homonym,N,False,New stimuli,rock,M1_a_M2_b,rock
759,Homonymy,0.37851178646087646,0.1683427095413208,homonym,N,False,New stimuli,rock,M1_b_M2_a,rock
760,Homonymy,0.3870357871055603,0.1772899627685547,homonym,N,False,New stimuli,rock,M1_b_M2_b,rock
761,Homonymy,0.033624351024627686,0.01060938835144043,homonym,N,True,New stimuli,rock,M2_a_M2_b,rock
